retailer,country,query,name,brand,price,currency,price_eur,pack_size_raw,grams,eur_per_kg,eur_per_kg_source,unit_price_raw,category,plant_based,match_terms,url,source,scraped_at
Albert Heijn,NL,haverdrink,Oatly! Barista jigger,Oatly!,14.99,EUR,14.99,100 stuks,,,,,,True,,https://www.ah.nl/producten/product/wi601594,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Barista vanille,Oatly!,2.99,EUR,2.99,1 l,1000.0,2.99,retailer_unit_price,prijs per liter €2.99,,True,,https://www.ah.nl/producten/product/wi599752,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Matcha strawberry flavour,Oatly!,3.99,EUR,3.99,1 l,1000.0,3.99,retailer_unit_price,prijs per liter €3.99,,True,,https://www.ah.nl/producten/product/wi605275,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Haverdrank no sugar,Oatly!,2.89,EUR,2.89,1 l,1000.0,2.89,retailer_unit_price,prijs per liter €2.89,,True,,https://www.ah.nl/producten/product/wi548465,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Rude Health Barista hazelnut,Rude Health,2.99,EUR,2.99,1 l,1000.0,2.99,retailer_unit_price,prijs per liter €2.99,,True,,https://www.ah.nl/producten/product/wi605205,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Natrue Barista oat pistachio,Natrue,2.79,EUR,2.79,1 l,1000.0,2.79,retailer_unit_price,prijs per liter €2.79,,True,,https://www.ah.nl/producten/product/wi605204,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Matcha haverdrank,Oatly!,3.79,EUR,3.79,1 l,1000.0,3.79,retailer_unit_price,prijs per liter €3.79,,True,,https://www.ah.nl/producten/product/wi599750,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Barista edition lighter taste,Oatly!,2.89,EUR,2.89,1 l,1000.0,2.89,retailer_unit_price,prijs per liter €2.89,,True,,https://www.ah.nl/producten/product/wi580284,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Barista caramel,Oatly!,2.99,EUR,2.99,1 l,1000.0,2.99,retailer_unit_price,prijs per liter €2.99,,True,,https://www.ah.nl/producten/product/wi599753,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Matcha haverdrank 4-pack,Oatly!,14.4,EUR,14.4,4 stuks,,,,,,True,,https://www.ah.nl/producten/product/wi611237,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Matcha strawberry flavour 4-pack,Oatly!,15.16,EUR,15.16,4 stuks,,,,,,True,,https://www.ah.nl/producten/product/wi611238,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,AH Terra Plantaardige rasp lekker voor pizza,AH Terra,1.99,EUR,1.99,150 g,150.0,13.27,retailer_unit_price,prijs per kg €13.27,,True,,https://www.ah.nl/producten/product/wi565423,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,AH Terra Plantaardige plakken mild,AH Terra,1.69,EUR,1.69,200 g,200.0,8.45,retailer_unit_price,prijs per kg €8.45,,True,,https://www.ah.nl/producten/product/wi509552,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,AH Terra Plantaardige flakes pittig,AH Terra,2.39,EUR,2.39,150 g,150.0,15.93,retailer_unit_price,prijs per kg €15.93,,True,,https://www.ah.nl/producten/product/wi577286,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,AH Terra Plantaardige plakken intense,AH Terra,1.99,EUR,1.99,150 g,150.0,13.27,retailer_unit_price,prijs per kg €13.27,,True,,https://www.ah.nl/producten/product/wi598654,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,La Vache Qui Rit Plantaardig knoflook & fijne kruiden,La Vache Qui Rit,3.19,EUR,3.19,128 g,128.0,24.92,retailer_unit_price,prijs per kg €24.92,,True,,https://www.ah.nl/producten/product/wi588162,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,Violife Original plakken,Violife,2.39,EUR,2.39,140 g,140.0,17.07,retailer_unit_price,prijs per kg €17.07,,True,,https://www.ah.nl/producten/product/wi539540,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,Violife Greek white block,Violife,2.79,EUR,2.79,150 g,150.0,18.6,retailer_unit_price,prijs per kg €18.60,,True,,https://www.ah.nl/producten/product/wi539538,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,AH Terra Plantaardig 100% pindakaas naturel,AH Terra,3.19,EUR,3.19,600 g,600.0,5.32,retailer_unit_price,prijs per kg €5.32,,True,,https://www.ah.nl/producten/product/wi564838,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,AH Terra Plantaardig 100% pindakaas naturel,AH Terra,2.49,EUR,2.49,350 g,350.0,7.11,retailer_unit_price,prijs per kg €7.11,,True,,https://www.ah.nl/producten/product/wi564827,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,AH Terra Plantaardig 100% pindakaas stukjes,AH Terra,3.25,EUR,3.25,600 g,600.0,5.42,retailer_unit_price,prijs per kg €5.42,,True,,https://www.ah.nl/producten/product/wi564843,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,AH Terra Plantaardig 100% pindakaas naturel,AH Terra,5.19,EUR,5.19,1 kg,1000.0,5.19,retailer_unit_price,prijs per kg €5.19,,True,,https://www.ah.nl/producten/product/wi479791,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,AH Terra Plantaardig biologisch 100% pindakaas,AH Terra,2.89,EUR,2.89,350 g,350.0,8.26,retailer_unit_price,prijs per kg €8.26,,True,,https://www.ah.nl/producten/product/wi564839,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,AH Terra Plantaardig 100% pindakaas met stukjes,AH Terra,5.29,EUR,5.29,1 kg,1000.0,5.29,retailer_unit_price,prijs per kg €5.29,,True,,https://www.ah.nl/producten/product/wi503358,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,AH Terra Plantaardige plakken komijn,AH Terra,2.29,EUR,2.29,200 g,200.0,11.45,retailer_unit_price,prijs per kg €11.45,,True,,https://www.ah.nl/producten/product/wi509555,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,Violife Creamy original,Violife,2.99,EUR,2.99,150 g,150.0,19.93,retailer_unit_price,prijs per kg €19.93,,True,,https://www.ah.nl/producten/product/wi539537,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,Heks'nkaas Vegan,Heks'nkaas,1.72,EUR,1.72,200 g,200.0,17.25,retailer_unit_price,normale prijs per kg €17.25,,True,,https://www.ah.nl/producten/product/wi498317,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,Boursin Plantaardig knoflook & fijne kruiden,Boursin,3.49,EUR,3.49,150 g,150.0,23.27,retailer_unit_price,prijs per kg €23.27,,True,,https://www.ah.nl/producten/product/wi588085,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,AH Terra Plantaardige plakken fenegriek,AH Terra,2.29,EUR,2.29,200 g,200.0,11.45,retailer_unit_price,prijs per kg €11.45,,True,,https://www.ah.nl/producten/product/wi539535,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,AH Terra Plantaardig 100% pindakaas stukjes,AH Terra,2.79,EUR,2.79,350 g,350.0,7.97,retailer_unit_price,prijs per kg €7.97,,True,,https://www.ah.nl/producten/product/wi564841,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,Paturain Knoflook & fijne kruiden vegan,Paturain,3.19,EUR,3.19,140 g,140.0,22.79,retailer_unit_price,prijs per kg €22.79,,True,,https://www.ah.nl/producten/product/wi560657,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,AH Terra Plantaardig biologisch 100% pindakaas,AH Terra,2.99,EUR,2.99,350 g,350.0,8.54,retailer_unit_price,prijs per kg €8.54,,True,,https://www.ah.nl/producten/product/wi564842,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,AH Terra Plantaardig 100% pindakaas extra grof,AH Terra,2.49,EUR,2.49,350 g,350.0,7.11,retailer_unit_price,prijs per kg €7.11,,True,,https://www.ah.nl/producten/product/wi564840,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vegan kaas,AH Terra Plantaardige witte blokjes in pekel,AH Terra,2.75,EUR,2.75,420 g,420.0,13.75,retailer_unit_price,prijs per kg €13.75,,True,,https://www.ah.nl/producten/product/wi598686,api:ah,2026-08-23T22:26:14+00:00
Auchan FR,FR,steak vegetal,ATMOSPHERA Carré végétal artificiel classique izy 50cm vert,,16.99,EUR,16.99,ATMOSPHERA Carré végétal artificiel classique izy 50cm vert,,,,,,True,,https://www.auchan.fr/atmosphera-carre-vegetal-artificiel-classique-izy-50cm-vert/pr-5278cb59-c370-4de8-a4c3-56bf80ea67b2,adaptive,2026-08-23T22:26:14+00:00
Oda,NO,tofu,"Helios Tofu naturell Økologisk, familiestørrelse",Helios,62.6,NOK,5.7603,"Økologisk, familiestørrelse, 480 g",480.0,12.001,retailer_unit_price,130.42 NOK per kg,tofu_tempeh_seitan,True,tofu|tofu naturell,https://oda.com/no/products/66294-helios-tofu-naturell-okologisk-familiestorrelse/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,tofu,Miss Gin Garden Fersk tofu Norskprodusert,Miss Gin Garden,41.7,NOK,3.8371,"Norskprodusert, 300 g",300.0,12.79,retailer_unit_price,139.00 NOK per kg,tofu_tempeh_seitan,True,tofu,https://oda.com/no/products/31682-miss-gin-garden-fersk-tofu-norskprodusert/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,tofu,Kolonihagen Tofu Naturell,Kolonihagen,32.9,NOK,3.0274,"Naturell, 200 g",200.0,15.137,retailer_unit_price,164.50 NOK per kg,tofu_tempeh_seitan,True,tofu|tofu naturell,https://oda.com/no/products/67979-kolonihagen-tofu-naturell/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,tofu,Helios Tofu naturell Økologisk,Helios,46.6,NOK,4.288,"Økologisk, 270 g",270.0,15.881,retailer_unit_price,172.59 NOK per kg,tofu_tempeh_seitan,True,tofu|tofu naturell,https://oda.com/no/products/17254-helios-tofu-naturell-okologisk/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,tofu,Miss Gin Garden Vegetar vårruller fylt med tofu Halvstekte,Miss Gin Garden,100.5,NOK,9.2478,"Halvstekte, 250 g",250.0,36.991,retailer_unit_price,402.00 NOK per kg,tofu_tempeh_seitan,True,tofu,https://oda.com/no/products/31684-miss-gin-garden-vegetar-varruller-fylt-med-tofu-ha/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,tofu,"Valsoia Karamellpudding Vegansk, 2stk",Valsoia,35.4,NOK,3.2574,"Vegansk, 2stk, 230 g",230.0,14.162,retailer_unit_price,153.91 NOK per kg,,True,,https://oda.com/no/products/28541-valsoia-karamellpudding-vegansk-2stk/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,tofu,Miss Gin Garden Vegansk dampet bao bolle fylt med tofu Norskprodusert,Miss Gin Garden,49.9,NOK,4.5917,"Norskprodusert, 150 g",150.0,30.611,retailer_unit_price,332.67 NOK per kg,tofu_tempeh_seitan,True,tofu,https://oda.com/no/products/31683-miss-gin-garden-vegansk-dampet-bao-bolle-fylt-med/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,tempeh,Helios Økologisk tempeh,Helios,59.9,NOK,5.5118,250 g,250.0,22.047,retailer_unit_price,239.60 NOK per kg,tofu_tempeh_seitan,True,tempeh,https://oda.com/no/products/68803-helios-okologisk-tempeh/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,tempeh,Kolonihagen Tofu Naturell,Kolonihagen,32.9,NOK,3.0274,"Naturell, 200 g",200.0,15.137,retailer_unit_price,164.50 NOK per kg,tofu_tempeh_seitan,True,tofu|tofu naturell,https://oda.com/no/products/67979-kolonihagen-tofu-naturell/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,tempeh,Miss Gin Garden Fersk tofu Norskprodusert,Miss Gin Garden,41.7,NOK,3.8371,"Norskprodusert, 300 g",300.0,12.79,retailer_unit_price,139.00 NOK per kg,tofu_tempeh_seitan,True,tofu,https://oda.com/no/products/31682-miss-gin-garden-fersk-tofu-norskprodusert/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,tempeh,Helios Røkt tofu Økologisk,Helios,47.3,NOK,4.3524,"Økologisk, 250 g",250.0,17.41,retailer_unit_price,189.20 NOK per kg,tofu_tempeh_seitan,True,tofu,https://oda.com/no/products/66564-helios-rokt-tofu-okologisk/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,tempeh,Miss Gin Garden Vegansk dampet bao bolle fylt med tofu Norskprodusert,Miss Gin Garden,49.9,NOK,4.5917,"Norskprodusert, 150 g",150.0,30.611,retailer_unit_price,332.67 NOK per kg,tofu_tempeh_seitan,True,tofu,https://oda.com/no/products/31683-miss-gin-garden-vegansk-dampet-bao-bolle-fylt-med/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,tempeh,Miss Gin Garden Vegetar vårruller fylt med tofu Halvstekte,Miss Gin Garden,100.5,NOK,9.2478,"Halvstekte, 250 g",250.0,36.991,retailer_unit_price,402.00 NOK per kg,tofu_tempeh_seitan,True,tofu,https://oda.com/no/products/31684-miss-gin-garden-vegetar-varruller-fylt-med-tofu-ha/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,tempeh,Miss Gin Garden Stekt tofu Norskprodusert,Miss Gin Garden,44.3,NOK,4.0764,"Norskprodusert, 180 g",180.0,22.646,retailer_unit_price,246.11 NOK per kg,tofu_tempeh_seitan,True,tofu,https://oda.com/no/products/31686-miss-gin-garden-stekt-tofu-norskprodusert/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,vegansk burger,BEYOND MEAT Beyond Burger,BEYOND MEAT,49.5,NOK,4.5549,226 g,226.0,20.155,retailer_unit_price,219.03 NOK per kg,plant_meat,True,beyond meat,https://oda.com/no/products/29177-beyond-meat-beyond-burger/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,vegansk burger,BEYOND MEAT Plantebasert kjøttdeigerstatning,BEYOND MEAT,83.1,NOK,7.6467,250 g,250.0,30.587,retailer_unit_price,332.40 NOK per kg,plant_meat,True,beyond meat,https://oda.com/no/products/65337-beyond-meat-plantebasert-kjottdeigerstatning/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,vegansk burger,Miss Gin Garden Vegansk dampet bao bolle fylt med tofu Norskprodusert,Miss Gin Garden,49.9,NOK,4.5917,"Norskprodusert, 150 g",150.0,30.611,retailer_unit_price,332.67 NOK per kg,tofu_tempeh_seitan,True,tofu,https://oda.com/no/products/31683-miss-gin-garden-vegansk-dampet-bao-bolle-fylt-med/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,havredrikk,OATLY Havredrikk barista edition,OATLY,34.1,NOK,3.1378,1 l,1000.0,3.138,retailer_unit_price,34.10 NOK per l,plant_milk,True,havredrik,https://oda.com/no/products/23256-oatly-havredrikk-barista-edition/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,havredrikk,"OATLY Havredrikk kalsium 1,5% fett",OATLY,32.1,NOK,2.9538,"1,5% fett, 1 l",1000.0,2.954,retailer_unit_price,32.10 NOK per l,plant_milk,True,havredrik,https://oda.com/no/products/1193-oatly-havredrikk-kalsium-15-fett/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,havredrikk,OATLY Økologisk havredrikk,OATLY,30.1,NOK,2.7697,1 l,1000.0,2.77,retailer_unit_price,30.10 NOK per l,plant_milk,True,havredrik,https://oda.com/no/products/16537-oatly-okologisk-havredrikk/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,havredrikk,Urkraft Havredrikk naturell,Urkraft,29.9,NOK,2.7513,1 l,1000.0,2.751,retailer_unit_price,29.90 NOK per l,plant_milk,True,havredrik,https://oda.com/no/products/67071-urkraft-havredrikk-naturell/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,havredrikk,OATLY Havredrikk vaniljesmak,OATLY,30.1,NOK,2.7697,1 l,1000.0,2.77,retailer_unit_price,30.10 NOK per l,plant_milk,True,havredrik,https://oda.com/no/products/53406-oatly-havredrikk-vaniljesmak/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,havredrikk,Urkraft Havredrikk barista,Urkraft,30.9,NOK,2.8433,1 l,1000.0,2.843,retailer_unit_price,30.90 NOK per l,plant_milk,True,havredrik,https://oda.com/no/products/67058-urkraft-havredrikk-barista/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,havredrikk,OATLY Havredrikk sjokolade,OATLY,34.1,NOK,3.1378,1 l,1000.0,3.138,retailer_unit_price,34.10 NOK per l,plant_milk,True,havredrik,https://oda.com/no/products/16570-oatly-havredrikk-sjokolade/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,havredrikk,OATLY Havredrikk sjokolade,OATLY,13.5,NOK,1.2422,250 ml,250.0,4.969,retailer_unit_price,54.00 NOK per l,plant_milk,True,havredrik,https://oda.com/no/products/27309-oatly-havredrikk-sjokolade/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,havredrikk,OATLY Havredrikk Matcha & Strawberry,OATLY,21.7,NOK,1.9968,"Matcha & Strawberry, 250 ml",250.0,7.987,retailer_unit_price,86.80 NOK per l,plant_milk,True,havredrik,https://oda.com/no/products/68837-oatly-havredrikk-matcha-strawberry/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,havredrikk,Dove Såpestykke Oat milk & berry brulee,Dove,49.9,NOK,4.5917,141 g,141.0,32.565,retailer_unit_price,353.90 NOK per kg,plant_milk,True,oat milk,https://oda.com/no/products/68577-dove-sapestykke-oat-milk-berry-brulee/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,vegansk ost,Go'Vegan Original skivet,Go'Vegan,39.2,NOK,3.6071,200 g,200.0,18.035,retailer_unit_price,196.00 NOK per kg,,True,,https://oda.com/no/products/60218-govegan-original-skivet/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,vegansk ost,Go'Vegan Plantebasert Mozzarella Revet,Go'Vegan,46.9,NOK,4.3156,"Revet, 200 g",200.0,21.578,retailer_unit_price,234.50 NOK per kg,,True,,https://oda.com/no/products/36977-govegan-plantebasert-mozzarella-revet/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,vegansk ost,Violife Cheddar Flavour Vegansk,Violife,88.9,NOK,8.1804,400 g,400.0,20.451,retailer_unit_price,222.25 NOK per kg,,True,,https://oda.com/no/products/67239-violife-cheddar-flavour-vegansk/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,vegansk ost,Oslo Raw Mango & Berry Cheescake Vegansk,Oslo Raw,177.9,NOK,16.3699,"Vegansk, 180 g",180.0,90.944,retailer_unit_price,988.33 NOK per kg,,True,,https://oda.com/no/products/38338-oslo-raw-mango-berry-cheescake-vegansk/,api:oda,2026-08-23T22:26:14+00:00
Oda,NO,vegansk ost,BEYOND MEAT Plantebasert kjøttdeigerstatning,BEYOND MEAT,83.1,NOK,7.6467,250 g,250.0,30.587,retailer_unit_price,332.40 NOK per kg,plant_meat,True,beyond meat,https://oda.com/no/products/65337-beyond-meat-plantebasert-kjottdeigerstatning/,api:oda,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Lunter Tofu natural,,28.9,CZK,1.1984,180 g,180.0,6.658,retailer_unit_price,160.56 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1287283-lunter-tofu-natural,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Pappudia Tofu,,24.98,CZK,1.0358,cca 200 g,200.0,5.179,retailer_unit_price,124.9 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1477033-pappudia-tofu,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Lunter Tofu uzené,,38.9,CZK,1.613,180 g,180.0,8.961,retailer_unit_price,216.11 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1287287-lunter-tofu-uzene,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,SoYum Tofu,,60.9,CZK,2.5253,450 g,450.0,5.612,retailer_unit_price,135.33 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1462781-soyum-tofu,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Lunter Tofu marinované soy sauce,,42.4,CZK,1.7582,180 g,180.0,9.768,retailer_unit_price,235.56 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1287285-lunter-tofu-marinovane-soy-sauce,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Lunter BIO Tofu natural,,49.9,CZK,2.0692,200 g,200.0,10.346,retailer_unit_price,249.5 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1478503-lunter-bio-tofu-natural,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Lunter Tofu Teriyaki,,42.4,CZK,1.7582,180 g,180.0,9.768,retailer_unit_price,235.56 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1470276-lunter-tofu-teriyaki,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Pappudia Tofu uzené,,20.64,CZK,0.8559,cca 160 g,160.0,5.349,retailer_unit_price,129.0 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1479163-pappudia-tofu-uzene,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Sunfood Tofu marinované,,41.58,CZK,1.7242,cca 160 g,160.0,10.777,retailer_unit_price,259.9 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1437643-sunfood-tofu-marinovane,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Lunter Tofu na gril sweet chilli,,42.4,CZK,1.7582,180 g,180.0,9.768,retailer_unit_price,235.56 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1380846-lunter-tofu-na-gril-sweet-chilli,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Clearspring BIO Hedvábné tofu,,89.9,CZK,3.7278,300 g,300.0,12.426,retailer_unit_price,299.67 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1423328-clearspring-bio-hedvabne-tofu,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Lunter Tofu bazalka,,42.4,CZK,1.7582,180 g,180.0,9.768,retailer_unit_price,235.56 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1324963-lunter-tofu-bazalka,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Alnatura BIO Silken Tofu,,91.9,CZK,3.8107,400 g,400.0,9.527,retailer_unit_price,229.75 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1400959-alnatura-bio-silken-tofu,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Lunter Tofu uzené XXL  (2×160 g),,59.9,CZK,2.4838,320 g,320.0,7.762,retailer_unit_price,187.19 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1456119-lunter-tofu-uzene-xxl-2-160-g,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Well Well BIO tofu tvrdé v kelímku s vodou,,58.9,CZK,2.4424,400 g,400.0,6.106,retailer_unit_price,147.25 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1369031-well-well-bio-tofu-tvrde-v-kelimku-s-vodou,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Lunter BIO Tofu uzené,,49.9,CZK,2.0692,175 g,175.0,11.824,retailer_unit_price,285.14 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1478504-lunter-bio-tofu-uzene,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Lunter Tofu Korean BBQ Gochujang,,42.4,CZK,1.7582,180 g,180.0,9.768,retailer_unit_price,235.56 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1480249-lunter-tofu-korean-bbq-gochujang,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Lunter Tofu natural XXL (2×160 g),,59.9,CZK,2.4838,320 g,320.0,7.762,retailer_unit_price,187.19 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1450353-lunter-tofu-natural-xxl-2-160-g,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Lunter Tofu na gril smoky BBQ,,38.9,CZK,1.613,180 g,180.0,8.961,retailer_unit_price,216.11 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1459838-lunter-tofu-na-gril-smoky-bbq,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Lunter Wok&Bowl spicy tofu,,79.9,CZK,3.3132,160 g,160.0,20.707,retailer_unit_price,499.38 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1474557-lunter-wok-bowl-spicy-tofu,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Lunter Minced tofu mild,,79.9,CZK,3.3132,160 g,160.0,20.707,retailer_unit_price,499.38 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1474559-lunter-minced-tofu-mild,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Lunter Wok&Bowl mild tofu,,79.9,CZK,3.3132,160 g,160.0,20.707,retailer_unit_price,499.38 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1474558-lunter-wok-bowl-mild-tofu,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Lunter Grill&Salad tofu uzené,,74.9,CZK,3.1058,230 g,230.0,13.504,retailer_unit_price,325.65 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1480248-lunter-grill-salad-tofu-uzene,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tofu,Bibigo Gyoza tofu a zelenina,,139.9,CZK,5.8011,300 g,300.0,19.337,retailer_unit_price,466.33 per kg,tofu_tempeh_seitan,True,tofu,https://www.rohlik.cz/1467072-bibigo-gyoza-tofu-a-zelenina,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tempeh,Kalma Tempeh uzený,,64.9,CZK,2.6912,200 g,200.0,13.456,retailer_unit_price,324.5 per kg,tofu_tempeh_seitan,True,tempeh,https://www.rohlik.cz/1456504-kalma-tempeh-uzeny,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tempeh,Sunfood BIO Tempeh uzený,,80.9,CZK,3.3546,190 g,190.0,17.656,retailer_unit_price,425.79 per kg,tofu_tempeh_seitan,True,tempeh,https://www.rohlik.cz/1473523-sunfood-bio-tempeh-uzeny,api:json,2026-08-23T22:26:14+00:00
Rohlik,CZ,tempeh,Kalma Tempeh Asia,,66.9,CZK,2.7741,200 g,200.0,13.87,retailer_unit_price,334.5 per kg,tofu_tempeh_seitan,True,tempeh,https://www.rohlik.cz/1353519-kalma-tempeh-asia,api:json,2026-08-23T22:26:14+00:00
